name,stock,deal,free,mrp,rate,company,batch,exp,supplier
DIAVIT PLUS CAPS,9,0,0,121.5,86.78,FRANCO-INDIAN (DIABETIX),F19110,01-11-2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
DICLOBENZ GEL,22,10,1,126,90,MACLEODS (PHARMA) DIVISION,KDA917A,01-11-2020,
DICLOTAL AQ AMP,600,10,10,19.5,13.93,BLUE-CROSS LABS,ZAAO2001,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DICLOTAL AQ AMP,-10,0,0,19.5,6.5,BLUE-CROSS LABS,ZQ2009,01-02-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DICLOTAL AQ AMP,10,0,0,19.5,6.5,BLUE-CROSS LABS,ZAAO2021,01-04-2022,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DICLOTAL-FORTE GEL,41,0,0,90,64.29,BLUE-CROSS LABS,ZSY2004,01-07-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DICRISTICIN-S LD VIAL,310,0,0,52.44,39.33,SARABHAI VET,DLIR19108,01-10-2021,CADILA HEALTHCARE LTD  (ANIMAL) HYDERABAD
DIGENE FIZZ LEMON POWDER,400,37,3,8,5.71,ABBOTT (CONSUMER CARE),TAE0098,01-06-2021,HARI MARUTI AGENCIES  VIJAYAWADA
DIGENE FIZZ ORANGA POWDER,120,37,3,8,5.71,ABBOTT (CONSUMER CARE),TAE0172,01-08-2021,HARI MARUTI AGENCIES  VIJAYAWADA
DIGENE MINT SYR,14,0,0,115,82.14,ABBOTT (CONSUMER CARE),DNB9090,01-11-2021,ABBOTT INDIA LIMITED HYDERABAD
DIGENE MINT SYR,40,0,0,115,82.14,ABBOTT (CONSUMER CARE),DNB0005,01-12-2021,ABBOTT INDIA LIMITED HYDERABAD
DIGENE MINT SYR,5,0,0,115,82.14,ABBOTT (CONSUMER CARE),DNB0012,01-01-2022,ABBOTT INDIA LIMITED HYDERABAD
DIGENE MINT SYR,18,0,0,115,82.14,ABBOTT (CONSUMER CARE),DNB0009,01-01-2022,ABBOTT INDIA LIMITED HYDERABAD
DIGENE MINT TAB,180,9,1,18.15,12.96,ABBOTT (CONSUMER CARE),090020D7,01-08-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
DIGENE MINT TAB,534,9,1,18.15,12.96,ABBOTT (CONSUMER CARE),120022D7,01-11-2022,ABBOTT INDIA LIMITED HYDERABAD
DIGENE MIX FRUIT SYR,23,0,0,108.85,77.75,ABBOTT (CONSUMER CARE),DXB9006,01-07-2021,
DIGENE MIX FRUIT TAB,224,9,1,18.15,12.96,ABBOTT (CONSUMER CARE),130202D7,01-12-2022,ABBOTT INDIA LIMITED HYDERABAD
DIGENE MIX FRUIT TAB,100,9,1,18.15,12.96,ABBOTT (CONSUMER CARE),130202D7,01-12-2022,ABBOTT INDIA LIMITED HYDERABAD
DIGENE ORANGE SYR,7,0,0,108.85,77.75,ABBOTT (CONSUMER CARE),DAB9034,01-07-2021,HARI MARUTI AGENCIES  VIJAYAWADA
DIGENE ORANGE SYR,40,0,0,108.85,77.75,ABBOTT (CONSUMER CARE),DAB9051,01-09-2021,HARI MARUTI AGENCIES  VIJAYAWADA
DIGENE ORANGE SYR,20,0,0,108.85,77.75,ABBOTT (CONSUMER CARE),DAB9057,01-10-2021,ABBOTT INDIA LIMITED HYDERABAD
DIGENE ORANGE TAB,84,9,1,18.15,12.96,ABBOTT (CONSUMER CARE),D0A9013,01-11-2022,ABBOTT INDIA LIMITED HYDERABAD
DIGENE ORANGE TAB,90,9,1,18.15,12.96,ABBOTT (CONSUMER CARE),140110D7,01-01-2023,ABBOTT INDIA LIMITED HYDERABAD
DIGEPLEX SYRUP **,28,0,0,75.34,53.81,RALLIS INDIA LIMITED,DLS9062T07,01-04-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
DILIGAN 25MG TABS,26,0,0,158.4,113.14,DR REDDYYS (GRANDERA),EMV1901778,31-12-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
DILZEM SR TABS,40,0,0,153.3,109.5,TORRENT PHARMA,2T15F017,01-11-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
DIPROBATE ES PLUS OINTMENT,7,0,0,155,110.71,RANBAXY PHARMA LIFE,PSW0185,01-05-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
DIPROBATE G PLUS CREAM,15,0,0,78.75,56.25,RANBAXY PHARMA LIFE,PSW0184,01-05-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
DIPROBATE PLUS CREAM,1,0,0,75,53.57,RANBAXY PHARMA LIFE,PSW0149,01-02-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
DIPROBATE PLUS LOTION,25,0,0,150,107.14,RANBAXY PHARMA LIFE,PSX0002,01-06-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
DIPROBATE S PLUS OINTMENT,13,0,0,149,106.43,RANBAXY PHARMA LIFE,PSW0135,01-02-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
DIROLIN-L BOLUS TAB,295,0,0,39.6,24.19,VETINDIA,DL2001,01-07-2022,VET INDIA PHARMACEUTICALS     HYDERABAD
DISNEE DROPS,67,0,0,48.75,34.83,ASTRA-IDL LIMITED,CL9185,01-08-2021,
DISNEE SYRUP,117,5,1,48.75,34.82,ASTRA-IDL LIMITED,CL9214,01-08-2021,
DISPRIN TAB **,76,0,0,11.2,8.75,RICKET & BENCKISER,GZ746,01-04-2021,
DIZIRON TABS,35,0,0,128,91.43,GLNMARK(MAJESTA),18191085,01-08-2022,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
DK GEL,41,0,0,153,109.29,H&H PHARMA (WELLNESS),H435,01-11-2021,VEGAVAAN PHARMA      SECUNDERABAD
DM SYRUP,120,9,1,55,39.29,MARS TERAPEUTICS & CHEMICALS LTD,BM10007,01-01-2023,MARS PHARMA PRIVATE LIMITED HYDERABAD
DM-P3 SYR,93,9,1,60,42.86,MARS TERAPEUTICS & CHEMICALS LTD,BM14002,01-10-2022,
DM-X SYP,56,9,1,78,55.71,MARS TERAPEUTICS & CHEMICALS LTD,BM15009,01-12-2021,MARS PHARMA PRIVATE LIMITED HYDERABAD
DM-X SYP,-4,9,1,78,55.71,MARS TERAPEUTICS & CHEMICALS LTD,BM15010,01-01-2022,MARS PHARMA PRIVATE LIMITED HYDERABAD
DOLO-650MG TAB***,720,9,1,30.24,21.62,MICRO LABS,DOBS1775,01-10-2023,LAKSHMI BALAJI CORPORATION VIJAYAWADA
DOLO-650MG TAB***,1107,9,1,30.24,21.62,MICRO LABS,DOBS1782,01-10-2023,LAKSHMI BALAJI CORPORATION VIJAYAWADA
DOLO-650MG TAB***,744,9,1,30.24,21.62,MICRO LABS,DOBS1856,01-12-2023,SARADA PHARMACY      MADHIRA
DOLOKIND -AA TABS,38,0,0,80.52,57.51,MANKIND PHARMA LTD.,H4AHS019,01-10-2021,MANKIND PHARMA LTD HYDERABAD
DOLOKIND GEL,21,5,1,63.8,45.57,MANKIND(FUTURE),I9ALS013,01-02-2021,MANKIND PHARMA (FUTURE)HYDERABAD
DOLOKIND PLUS TABS,208,5,1,51.49,36.78,MANKIND(DISCOVERY),G8IAS079,01-10-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DOLOKIND TABS,10,9,1,26.55,18.96,MANKIND(DISCOVERY),B1ALS021,01-10-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DOLOKIND-AQ INJ,600,10,10,26.4,18.86,MANKIND(DISCOVERY),E1GKS017,01-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DOLOKIND-MR TABS,32,10,1,64.41,46.01,MANKIND(DISCOVERY),C1AGS059,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DOLOKIND-SR TABS,38,9,1,47.48,33.91,MANKIND(DISCOVERY),B9AGS025,01-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DOLONEX AMP,33,0,0,119.75,85.5,PFIZER (PAIN),92004002S,01-12-2021,PFIZER LIMITED HYDERABAD
DOLONEX AMP,21,0,0,241.5,172.45,PFIZER (PAIN),92004131S,01-08-2022,PFIZER LIMITED HYDERABAD
DOLONEX-DT TAB,45,0,0,174.9,124.92,PFIZER (PAIN),DJ1809,01-11-2022,PFIZER LIMITED HYDERABAD
DOLOPAR TAB***,-2,4,1,45,32.15,MICRO LABS,DOCS0117,01-04-2023,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
DOLOPAR TAB***,2,5,1,45,32.15,MICRO LABS,DOCS0134,01-01-2024,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
DOLOSTAT + R CAPS,9,0,0,60,42.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZRS1908,01-02-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DOLOSTAT-MR TABS,20,9,1,39,27.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZPP1922,01-10-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DOLOSTAT-MR TABS,40,9,1,39,27.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZPP1922,01-10-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DOLOSTAT-SP TAB,10,9,1,39,27.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZPQ1961,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DOLOSTAT-SP TAB,20,9,1,39,27.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZPQ1969,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
DOMSTAL 10MG TAB,2,0,0,26.35,18.82,TORRENT (PRIMA),2235F003,01-07-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
DOMSTAL 10MG TAB,60,0,0,26.35,18.82,TORRENT (PRIMA),2235F005,01-08-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
DOMSTAL O CAP,25,0,0,123.1,87.93,TORRENT (VISTA),C266F005,01-04-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
DORZOX-T  E/D,11,0,0,443.2,316.57,CIPLA,C890685,31-10-2021,CIPLA LIMITED  HYDERABAD
DOXOLIN TABS,75,0,0,86.7,61.93,GERMAN REMADIES LTD,I000082,01-12-2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD
DOXT-SL TABS,68,9,1,91.3,65.22,DR.REDDY`S LAB`S(PRIDE),58CDS792,01-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
DOXT-SL TABS,200,9,1,91.3,65.22,DR.REDDY`S LAB`S(PRIDE),58CDS797,01-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
DROTIKIND M TAB,39,11,1,79.64,56.89,MANKIND(LIFESTAR),F7AHS013,01-11-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
DULCOFLEX  SUP (A),30,0,0,139.05,99.32,AVENTIS PHARMA,SA19047,01-11-2021,SANOFI INDIA LIMITED          HYDERABAD
DULCOFLEX SUP (C),30,0,0,46.19,34.64,AVENTIES(BASE),SC20011,01-01-2022,SARADA PHARMACY      MADHIRA
DULCOFLEX TAB,1620,0,0,10.98,8.23,AVENTIES(BASE),DLA20002,01-12-2021,SANOFI INDIA LIMITED          HYDERABAD
DUOLIN 3 RESPULES,144,0,0,85.25,60.85,CIPLA (SPEETRACARE+1),SN91675,01-10-2021,CIPLA LIMITED  HYDERABAD
DUOLIN 3 RESPULES,40,0,0,85.25,60.85,CIPLA (SPEETRACARE+1),SN91897,01-11-2021,CIPLA LIMITED  HYDERABAD
DUOLIN 3 RESPULES,-8,0,0,85.25,60.85,CIPLA (SPEETRACARE+1),SN91910,01-11-2021,CIPLA LIMITED  HYDERABAD
DUOLIN 3 RESPULES,-32,0,0,85.25,60.85,CIPLA (SPEETRACARE+1),SN91911,01-11-2021,CIPLA LIMITED  HYDERABAD
DUOLIN CFC FREE INHLER,20,0,0,281.93,201.38,CIPLA(RESP 2),BA00678,31-01-2022,CIPLA LIMITED  HYDERABAD
DUOLIN FORTE ROTACAPS,16,0,0,136.29,97.35,CIPLA(RESP 2),SA00436,31-12-2021,CIPLA LIMITED  HYDERABAD
DUOLIN FORTE ROTACAPS,-2,0,0,136.29,97.35,CIPLA(RESP 2),SA01117,01-02-2022,CIPLA LIMITED  HYDERABAD
DUOLIN FORTE ROTACAPS,2,0,0,136.29,97.35,CIPLA(RESP 2),SA01711,31-03-2022,CIPLA LIMITED  HYDERABAD
DUOLIN LD RESPULES,37,0,0,69.5,49.65,CIPLA(RESP 3 NEBULIZATION),SA00381,01-12-2021,CIPLA LIMITED  HYDERABAD
DUOLIN ROTACAPS,60,0,0,77.59,55.42,CIPLA(RESP 2),BA00208,31-12-2021,CIPLA LIMITED  HYDERABAD
DUONASE NASAL SPRAY,7,0,0,365.22,260.87,CIPLA(RESP AR),SA00079,01-12-2021,CIPLA LIMITED  HYDERABAD
DUOPIL 2/500 TAB,2,0,0,76.6,54.71,ARISTO (TASK FORCE),M415H019,01-07-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
DUOTROL TABS **,20,0,0,27,19.29,USV PHARMA,56000072,01-11-2021,PRUDHVI PHARMACEUTICALS VIJAYAWADA
DUOVA ROTOCAPS,4,0,0,323.28,230.91,CIPLA(RESP 1),BA93671,31-05-2021,CIPLA LIMITED  HYDERABAD
DUPHALAC SYRUP,22,0,0,280.88,214,ABBOTT (WH&GI),111106D7,01-10-2021,ABBOTT INDIA LIMITED HYDERABAD
DUPHALAC SYRUP,5,0,0,505.58,385.2,ABBOTT (WH&GI),131102D7,01-12-2021,ABBOTT INDIA LIMITED HYDERABAD
DUPHALAC SYRUP,20,0,0,505.58,385.2,ABBOTT (WH&GI),141112D7,01-01-2022,ABBOTT INDIA LIMITED HYDERABAD
DUPHALAC SYRUP,40,0,0,168.53,128.4,ABBOTT (WH&GI),DRA0001,01-01-2022,ABBOTT INDIA LIMITED HYDERABAD
DUPHALAC SYRUP,40,0,0,280.88,214,ABBOTT (WH&GI),DRB0003,01-12-2021,ABBOTT INDIA LIMITED HYDERABAD
DUPHASTON 10MG TAB,10,0,0,672.51,480.36,ABBOTT (WH&GI),KAVA0008,01-12-2022,ABBOTT INDIA LIMITED HYDERABAD
DUPHASTON 10MG TAB,10,0,0,672.51,480.36,ABBOTT (WH&GI),KAVA0018,01-12-2022,ABBOTT INDIA LIMITED   HYDERABAD
DURATAZ VIAL 2.25GM,36,5,1,153.22,109.44,ARISTO PHARMA,M473L019,01-10-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
DURATAZ VIAL 4.5GM,22,10,5,239.83,171.3,ARISTO PHARMA,MPA200367,01-12-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
DURATAZ VIAL 4.5GM,32,10,5,239.83,171.3,ARISTO PHARMA,MPA200396,01-12-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
DUTAS-T CAPS,10,0,0,430,307.14,DR.REDDY`S LAB`S(RECURA),CR90071,31-10-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
DUVADILAN 10MG TAB,36,19,1,137.88,98.49,ABBOTT-1,DAZA9015,01-04-2022,
DUVADILAN 10MG TAB,220,19,1,151.66,108.33,ABBOTT-1,DAZA9027,01-10-2022,SARADA PHARMACY      MADHIRA
DUVADILAN AMP,4,0,0,135,96.43,ABBOTT-1,PCE0475,01-07-2022,ABBOTT INDIA LIMITED HYDERABAD
DUVADILAN AMP,10,0,0,148.5,106.07,ABBOTT-1,PCE0536,01-08-2022,ABBOTT INDIA LIMITED HYDERABAD
DV 2K CAPS,118,0,0,340.5,243.21,INDCHEMIE HEALTH SPECIALITIES,DASG19005,01-10-2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD
DV 2K CAPS,80,0,0,340.5,243.21,INDCHEMIE HEALTH SPECIALITIES,DASG19005,01-10-2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD
DV 60K CAPS,3,0,0,258.84,184.88,INDCHEMIE HEALTH SPECIALITIES,DKSG19017,01-10-2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD
DYNAGLIPT M TAB,9,0,0,95,67.86,MANKIND(DISCOVERY),M4FZS028,01-07-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DYNAGLIPT TAB,26,0,0,71.5,51.07,MANKIND(DISCOVERY),A4DZS025,01-10-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
DYNAPAR  AQ AMP **,40,5,1,30.42,21.73,GENARAL COMPANY,D105F148,01-05-2021,LAKSHMI BALAJI AGENCIES       HYDERABAD
DYTOR  5MG TABS,42,0,0,49,35,CIPLA(VITALIS 3),SN91936,01-11-2022,CIPLA LIMITED  HYDERABAD
DYTOR 10MG TABS,29,0,0,70.18,50.13,CIPLA(VITALIS 3),SN91756,01-10-2022,CIPLA LIMITED  HYDERABAD
DYTOR 20MG TABS,49,0,0,138.54,98.96,CIPLA(VITALIS 3),BA92728,01-08-2022,
DYTOR 40MG TABS,9,0,0,179.68,128.34,CIPLA(VITALIS 3),SN91983,30-11-2022,CIPLA LIMITED  HYDERABAD
DYTOR 40MG TABS,10,0,0,179.68,128.34,CIPLA(VITALIS 3),SN00093,31-12-2022,CIPLA LIMITED  HYDERABAD
DYTOR INJ,40,0,0,18.15,12.96,CIPLA(VITALIS 3),L690236,30-06-2021,CIPLA LIMITED  HYDERABAD
DYTOR PLUS  5MG TABS,21,0,0,65.34,46.67,CIPLA(VITALIS 3),SN91819,01-10-2021,CIPLA LIMITED  HYDERABAD
DYTOR PLUS LS TAB,15,0,0,47.02,33.59,CIPLA(VITALIS 3),SB91409,01-11-2021,CIPLA LIMITED  HYDERABAD
E-MAL AMP,447,5,5,139.5,106.28,THEMIS PHARMA,EMA925,01-09-2022,
EASUM BABY CEREAL,4,0,0,235,177.81,NUTRICIA (DEXOLAC),1910150002,01-01-2021,
EASUM BABY CEREAL,25,0,0,235,177.81,NUTRICIA (DEXOLAC),1910280002,01-01-2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
EBOV 90MG TAB,7,0,0,161,115,GRACEWELL (INTEGRACE),5190138,01-12-2020,
ECONORM SAC,4,0,0,48,34.29,DR.REDDYS (VENTURA),3411,01-04-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ECONORM SAC,126,0,0,48,34.29,DR.REDDYS (VENTURA),3558,01-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ECONORM SAC,-32,0,0,48,34.29,DR.REDDYS (VENTURA),3574,01-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ECONORM SAC,14,0,0,48,34.29,DR.REDDYS (VENTURA),3574,01-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ECONORM SAC,12,0,0,48,34.29,DR.REDDYS (VENTURA),3574,01-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
ECOTAS-8 BOLUS,74,9,1,90,72,INTAS PHARMA (BOVICURRA),IN19097,01-06-2021,INTAS PHARMCEUTICALS LTD HYDERABAD
ELDERVIT-12 AMP ***,-2,0,0,25,17.5,ELDER PHARMACEUTICALS LTD (ELVISTA),20NI0113,01-12-2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ELDERVIT-12 AMP ***,138,0,0,22.6,16.15,ELDER PHARMACEUTICALS LTD (ELVISTA),EP0167,01-09-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ELDERVIT-12 AMP ***,2,11,1,27.1,19.6,ELDER PHARMACEUTICALS LTD (ELVISTA),EP0196,01-01-2022,SARADA PHARMACY      MADHIRA
ELECTROKIND APPLE DRINK,1105,0,0,40,28.57,MANKIND(DISCOVERY),A0HIT006,01-01-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
ELECTROKIND APPLE DRINK,1,10,3,40,28.57,MANKIND(DISCOVERY),A0HIT008,01-12-2020,MANKIND PHARMA (DISCOVERY)HYDERABAD
ELECTROKIND APPLE DRINK,-1,43,17,40,28.57,MANKIND(DISCOVERY),AOHIT021,01-03-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
ELECTROKIND LEMON DRINK,60,5,1,40,28.57,MANKIND(DISCOVERY),A1HIT007,01-01-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
ELECTROKIND SACHET,90,10,5,17.38,13.24,MANKIND PHARMA LTD.,A1BYS136,01-03-2021,
ELECTROL PWD***,415,0,0,3.99,3.05,F.D.C. INDIA LIMITED,869J003,01-09-2021,RAVINDRA PHARMACEUTICALS VIJAYAWADA
ELECTROL PWD***,235,14,1,19.39,14.78,F.D.C. INDIA LIMITED,089K094,01-10-2021,DIVYA MEDICAL DISTRIBUTORS    KHAMMAM (DT)
ELECTROL PWD***,1200,0,0,3.99,3.05,F.D.C. INDIA LIMITED,479L001,01-11-2021,DIVYA MEDICAL DISTRIBUTORS    KHAMMAM (DT)
ELECTROL PWD***,363,14,1,19.39,14.78,F.D.C. INDIA LIMITED,060A025,01-12-2021,LAKSHMI BALAJI AGENCIES       HYDERABAD
ELECTROL PWD***,722,14,1,19.39,14.78,F.D.C. INDIA LIMITED,060A025,01-12-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
ELECTROL PWD***,2400,0,0,3.99,3.05,F.D.C. INDIA LIMITED,470A007,01-12-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
ELTROXIN 25MG TAB,80,0,0,84.32,60.22,GLAXOSMITHKLINE(INGENIUM),N540,01-01-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
ELTROXIN 25MG TAB,20,0,0,84.32,60.22,GLAXOSMITHKLINE(INGENIUM),N536,01-01-2021,
ELTROXIN 50MG TAB,80,0,0,78.33,55.95,GLAXOSMITHKLINE(INGENIUM),NB384,01-05-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
ELTROXIN 50MG TAB,20,0,0,78.33,55.95,GLAXOSMITHKLINE(INGENIUM),NB400,01-05-2021,
ELTROXIN TAB,200,0,0,130.42,93.16,GLAXOSMITHKLINE(INGENIUM),NG490,01-07-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
EMESET 4 ODT TABS,50,10,3,51.38,36.7,CIPLA (SPEETRACARE-2),C191170,01-06-2021,CIPLA LIMITED  HYDERABAD
EMESET 4 TAB,50,0,0,51.38,36.7,CIPLA (SPEETRACARE-2),SN91032,01-05-2022,CIPLA LIMITED  HYDERABAD
EMESET AMP,240,6,4,12.81,9.15,CIPLA (SPEETRACARE-2),L690344,01-09-2022,CIPLA LIMITED  HYDERABAD
EMESET SYR,60,9,1,36.83,26.31,CIPLA(NURTURE 1),A690517,01-08-2021,CIPLA LIMITED  HYDERABAD
ENAM 10MG TAB,14,0,0,99.6,71.14,DR.REDDY`S LAB`S(PRIDE),V900875,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
ENAM 2.5MG TAB,89,0,0,31.27,22.34,DR.REDDY`S LAB`S(PRIDE),V000029,31-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
ENAM 5MG TAB,47,0,0,52.13,37.23,DR.REDDY`S LAB`S(PRIDE),V901169,30-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
ENAM 5MG TAB,35,0,0,52.13,37.23,DR.REDDY`S LAB`S(PRIDE),V901170,01-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
ENCORATE  CHR 300MG***,58,0,0,70.25,50.18,SUN PHARMACEUTICAL I LTD,ESX1018,01-05-2022,PRUDHVI AGENCIES VIJAYAWADA
ENCORATE  CHR 300MG***,-58,0,0,70.25,50.18,SUN PHARMACEUTICAL I LTD,ESX0962,01-05-2022,PRUDHVI AGENCIES VIJAYAWADA
ENCORATE 500MG TAB***,5,0,0,75.94,54.24,SUN PHARMACEUTICAL I LTD,ESU2073,01-11-2022,PRUDHVI AGENCIES VIJAYAWADA
ENRIX VIAL,40,0,0,45,27.12,VETINDIA,EX1901,01-07-2021,VET INDIA PHARMACEUTICALS     HYDERABAD
ENROGEN LIQ,10,0,0,540,292.32,VETINDIA,LEN19009,01-06-2021,
ENROGEN LIQ,20,0,0,540,292.32,VETINDIA,LEN19018,01-10-2021,VET INDIA PHARMACEUTICALS     HYDERABAD
ENROGEN ORAL LIQUID,29,0,0,144,80.64,VETINDIA,LEN20002,01-01-2022,VET INDIA PHARMACEUTICALS     HYDERABAD
ENTEROGERMINA SYRUP,1,0,0,461.9,329.93,AVENTIS PHARMA,11224,01-01-2021,
ENTEROGERMINA SYRUP,9,0,0,495,353.57,AVENTIS PHARMA,11248,01-03-2021,
ENTEROGERMINA SYRUP,13,0,0,495,353.57,AVENTIS PHARMA,11248,01-03-2021,
ENTEROGERMINA SYRUP,4,0,0,495,353.6,AVENTIS PHARMA,11249,01-02-2021,
ENZAR FORTE TAB,20,0,0,123.3,88.07,TORRENT (VISTA),WBC29070,01-09-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
EOFIL FORTE TAB ***,162,10,2,41,29.29,FOURRTS,G1423,01-08-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
EOFIL TAB ***,10,5,1,20.8,15.85,FOURRTS,G2396,01-11-2022,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
EOFIL TAB ***,-10,5,1,20.8,15.85,FOURRTS,G2785,01-12-2022,SRI BALAJI PHARMACEUTICALS VIJAYAWADA
EPIDOSIN AMP ***,2,0,0,216,154.3,T.T.K PHARMA,GAM52,01-07-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
EPILAN TABS,3,0,0,2983.88,2131.34,ANGLO FRENCH DRUGD,12918P,01-11-2023,ANGLO FRENCH DRUGS & INDST LTDHYDERABAD
EPILEX CHRONO 200MG ***,8,0,0,116.85,83.46,KNOLL LENBROOK PHARMA LTD,PCE0259,01-04-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
EPILEX CHRONO 200MG ***,30,0,0,116.85,83.46,KNOLL LENBROOK PHARMA LTD,PCE0455,01-06-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
EPILEX CHRONO 300MG,30,0,0,103.41,73.87,KNOLL LENBROOK PHARMA LTD,AKE0134,01-10-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
EPILEX CHRONO 500MG ***,26,0,0,160.27,114.48,KNOLL LENBROOK PHARMA LTD,PCE0245,01-03-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
EPRAZ-RD 40 CAPS,70,5,1,89,63.57,ASTRA-IDL LIMITED,EZD10219,01-10-2021,AASTRIVAS PHARMACEUTICALS    VIJAYAWADA
EPSOLIN TAB**,12,10,1,170.24,121.6,CADILA,I900958,01-08-2021,LAKSHMI BALAJI AGENCIES       HYDERABAD
EPTOIN 100MG TAB,1,0,0,204.18,145.84,ABBOTT (NEUROLIFE),EPB9066,01-10-2022,ABBOTT HEALTH CARE PVT LTD HYDERABAD
EPTOIN 100MG TAB,51,0,0,204.18,145.84,ABBOTT (NEUROLIFE),EPB9073,01-11-2022,ABBOTT HEALTH CARE PVT LTD HYDERABAD
EPTOIN 50MG TAB,20,0,0,122.62,87.89,ABBOTT (NEUROLIFE),EPA9002,01-08-2022,ABBOTT HEALTH CARE PVT LTD HYDERABAD
ERITEL 40MG TAB,15,0,0,108.32,77.37,ERIS LIFESCIENCES PVT LTD,GETL19011,01-03-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
ERITEL AM TAB,15,0,0,177.88,127.06,ERIS LIFESCIENCES PVT LTD,GEAM19011,01-03-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
